
0.000000 0.000000
150.000000 0.006354
300.000000 0.013649
450.000000 0.023359
600.000000 0.038801
750.000000 0.070929
900.000000 0.195920
1050.000000 -0.423520
1200.000000 -0.112701
1350.000000 -0.067789
1500.000000 -0.049531
1650.000000 -0.039512
1800.000000 -0.033121
1950.000000 -0.028656
2100.000000 -0.025340
2250.000000 -0.022768
2400.000000 -0.020707
2550.000000 -0.019012
2700.000000 -0.017590
2850.000000 -0.016377
3000.000000 -0.015328
3150.000000 -0.014411
3300.000000 -0.013602
3450.000000 -0.012880
3600.000000 -0.012233
3750.000000 -0.011648
3900.000000 -0.011117
4050.000000 -0.010632
4200.000000 -0.010187
4350.000000 -0.009778
4500.000000 -0.009399
4650.000000 -0.009047
4800.000000 -0.008720
4950.000000 -0.008414
5100.000000 -0.008128
5250.000000 -0.007860
5400.000000 -0.007607
5550.000000 -0.007369
5700.000000 -0.007145
5850.000000 -0.006932
6000.000000 -0.006730
6150.000000 -0.006539
6300.000000 -0.006356
6450.000000 -0.006183
6600.000000 -0.006017
6750.000000 -0.005859
6900.000000 -0.005708
7050.000000 -0.005563
7200.000000 -0.005424
7350.000000 -0.005291
7500.000000 -0.005163
7650.000000 -0.005039
7800.000000 -0.004921
7950.000000 -0.004806
8100.000000 -0.004696
8250.000000 -0.004590
8400.000000 -0.004487
8550.000000 -0.004387
8700.000000 -0.004291
8850.000000 -0.004198
9000.000000 -0.004107
9150.000000 -0.004020
9300.000000 -0.003935
9450.000000 -0.003852
9600.000000 -0.003772
9750.000000 -0.003694
9900.000000 -0.003618
10050.000000 -0.003544
10200.000000 -0.003472
10350.000000 -0.003402
10500.000000 -0.003333
10650.000000 -0.003266
10800.000000 -0.003201
10950.000000 -0.003138
11100.000000 -0.003075
11250.000000 -0.003015
11400.000000 -0.002955
11550.000000 -0.002897
11700.000000 -0.002840
11850.000000 -0.002784
12000.000000 -0.002730
12150.000000 -0.002676
12300.000000 -0.002624
12450.000000 -0.002572
12600.000000 -0.002522
12750.000000 -0.002472
12900.000000 -0.002423
13050.000000 -0.002376
13200.000000 -0.002329
13350.000000 -0.002282
13500.000000 -0.002237
13650.000000 -0.002192
13800.000000 -0.002148
13950.000000 -0.002105
14100.000000 -0.002063
14250.000000 -0.002021
14400.000000 -0.001979
14550.000000 -0.001938
14700.000000 -0.001898
14850.000000 -0.001859
15000.000000 -0.501820
15150.000000 -0.001781
15300.000000 -0.001743
15450.000000 -0.001705
15600.000000 -0.001668
15750.000000 -0.001632
15900.000000 -0.001595
16050.000000 -0.001560
16200.000000 -0.001524
16350.000000 -0.001489
16500.000000 -0.001455
16650.000000 -0.001420
16800.000000 -0.001386
16950.000000 -0.001353
17100.000000 -0.001320
17250.000000 -0.001287
17400.000000 -0.001254
17550.000000 -0.001222
17700.000000 -0.001190
17850.000000 -0.001158
18000.000000 -0.001127
18150.000000 -0.001095
18300.000000 -0.001064
18450.000000 -0.001034
18600.000000 -0.001003
18750.000000 -0.000973
18900.000000 -0.000943
19050.000000 -0.000913
19200.000000 -0.000884
19350.000000 -0.000854
19500.000000 -0.000825
19650.000000 -0.000796
19800.000000 -0.000767
19950.000000 -0.000738
20100.000000 -0.000709
20250.000000 -0.000681
20400.000000 -0.000653
20550.000000 -0.000625
20700.000000 -0.000596
20850.000000 -0.000569
21000.000000 -0.000541
21150.000000 -0.000513
21300.000000 -0.000485
21450.000000 -0.000458
21600.000000 -0.000431
21750.000000 -0.000403
21900.000000 -0.000376
22050.000000 -0.000349
22200.000000 -0.000322
22350.000000 -0.000295
22500.000000 -0.000268
22650.000000 -0.000241
22800.000000 -0.000214
22950.000000 -0.000187
23100.000000 -0.000160
23250.000000 -0.000134
23400.000000 -0.000107
23550.000000 -0.000080
23700.000000 -0.000053
23850.000000 -0.000027
